Portfolio Name,Category,Set,Product Name,Card Number,Rarity,Variance,Grade,Card Condition,Average Cost Paid,Quantity,Market Price (As of 2026-08-26),Price Override,Watchlist,Date Added,Notes
Main,Pokemon,Phantasmal Flames,Seviper,062/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Seviper,062/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Smeargle,080/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.19,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Snubbull,037/094,Common,Normal,Ungraded,Near Mint,0,1,0.09,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Snubbull,037/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Suicune,026/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Suicune,026/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.15,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Swinub,023/094,Common,Normal,Ungraded,Near Mint,0,1,0.04,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Swinub,023/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Switch,123/094,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,2,1.24,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Togedemaru,073/094,Common,Normal,Ungraded,Near Mint,0,1,0.06,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Togedemaru,104/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.69,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Togedemaru,073/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.15,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Toxel,067/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Toxel,067/094,Common,Normal,Ungraded,Near Mint,0,1,0.2,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Toxtricity,068/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Toxtricity,068/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Toxtricity,103/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.27,0,false,2026-01-04,
Main,Pokemon,Phantasmal Flames,Trapinch,051/094,Common,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Trapinch,051/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.24,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Vibrava,052/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.27,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Vibrava,052/094,Common,Normal,Ungraded,Near Mint,0,1,0.11,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Vileplume,003/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Vileplume,003/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.18,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Wigglytuff,077/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.17,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Wigglytuff,077/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Wigglytuff,105/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,6.63,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Wondrous Patch,094/094,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0,1,0.26,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Wondrous Patch,094/094,Uncommon,Normal,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Yamper,030/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.21,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Yamper,099/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,2,4.34,0,false,2026-01-04,; 
Main,Pokemon,Phantasmal Flames,Yamper,030/094,Common,Normal,Ungraded,Near Mint,0,1,0.1,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Zacian,100/094,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,3,5.04,0,false,2026-01-04,; ; 
Main,Pokemon,Phantasmal Flames,Zacian,045/094,Rare,Reverse Holofoil,Ungraded,Near Mint,0,1,0.25,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Zacian,045/094,Rare,Holofoil,Ungraded,Near Mint,0,1,0.14,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Zigzagoon,081/094,Common,Normal,Ungraded,Near Mint,0,1,0.12,0,false,2026-01-06,
Main,Pokemon,Phantasmal Flames,Zigzagoon,081/094,Common,Reverse Holofoil,Ungraded,Near Mint,0,1,0.22,0,false,2026-01-06,
Main,Pokemon,Pokemon 151,Hitmonlee (JP),106/165,Uncommon,Normal,PSA 10.0 GEM - MT,Near Mint,0.0000,1,26,0,false,2026-01-04,
Main,Pokemon,Pokemon Go,Dragonite V (Full Art),076/078,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,15.87,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Amarys,132/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.58,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Archaludon (Poke Ball Pattern),070/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.27,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Area Zero Underdepths (Poke Ball Pattern),094/131,Uncommon,Holofoil,Ungraded,Near Mint,0.0000,2,0.4,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Atticus,134/131,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,2,0.57,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Cottonee,007/131,Common,Normal,Ungraded,Near Mint,0.0000,3,0.06,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Crispin (Poke Ball Pattern),105/131,Uncommon,Holofoil,Ungraded,Near Mint,0.0000,1,0.48,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Dragapult ex,073/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.44,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Dusknoir (Master Ball Pattern),037/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,9.78,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Earthen Vessel (Poke Ball Pattern),106/131,Uncommon,Holofoil,Ungraded,Near Mint,0.0000,1,0.42,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Eevee,074/131,Common,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,0.33,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Eevee (Poke Ball Pattern),074/131,Common,Holofoil,Ungraded,Near Mint,0,1,1.53,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Flareon (Poke Ball Pattern),013/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.39,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Iron Boulder (Poke Ball Pattern),046/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,3,0.33,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Iron Leaves ex,176/131,Hyper Rare,Holofoil,Ungraded,Near Mint,0,1,5.89,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Jolteon,029/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.36,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Jolteon ex,030/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,3.92,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Leafeon,005/131,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.37,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Litleo (Poke Ball Pattern),015/131,Common,Holofoil,Ungraded,Near Mint,0.0000,1,0.34,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Lucario ex,051/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.83,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Lugia ex,082/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.36,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Pikachu ex,179/131,Hyper Rare,Holofoil,BGS 8.5 NM-MT+,Near Mint,0.0000,1,47.51,0,false,2026-03-13,
Main,Pokemon,Prismatic Evolutions,Pikachu ex,028/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.72,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Pikachu ex,179/131,Hyper Rare,Holofoil,Ungraded,Near Mint,0,1,59.45,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Pinsir (Master Ball Pattern),003/131,Common,Holofoil,Ungraded,Near Mint,0.0000,1,1.28,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Riolu (Poke Ball Pattern),050/131,Common,Holofoil,Ungraded,Near Mint,0.0000,1,0.47,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Scoop Up Cyclone,128/131,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0.0000,2,0.29,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Sneasel (Poke Ball Pattern),061/131,Common,Holofoil,Ungraded,Near Mint,0.0000,2,0.31,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Snorlax ex,076/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.53,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Sparkling Crystal,129/131,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.32,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Teal Mask Ogerpon ex,012/131,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.48,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Treasure Tracker,131/131,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.31,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Umbreon ex,060/131,Double Rare,Holofoil,Ungraded,Near Mint,0,1,9.12,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Vaporeon ex,149/131,Special Illustration Rare,Holofoil,BGS 9.5 Gem Mint,Near Mint,0.0000,1,329.13,0,false,2026-03-13,
Main,Pokemon,Prismatic Evolutions,Vaporeon ex,149/131,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,2,296.19,0,false,2026-01-04,
Main,Pokemon,Prismatic Evolutions,Vaporeon ex,149/131,Special Illustration Rare,Holofoil,BGS 9.0 Mint,Near Mint,0.0000,1,265,0,false,2026-03-13,
Main,Pokemon,Raging Surf,Donphan (JP),025/062,Uncommon,Normal,Ungraded,Near Mint,0.0000,1,0.99,0,false,2026-01-04,
Main,Pokemon,Rebel Clash,Boss's Orders,154/192,Holo Rare,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,3.3,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Base Set,Lucario,114/198,Uncommon,Normal,Ungraded,Near Mint,0.0000,1,0.17,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Base Set,Toedscool,201/198,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,5.35,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Charizard ex,056,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,15.29,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Eevee,173,Promo,Holofoil,Ungraded,Near Mint,0,1,12.88,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Flareon (Cosmos Holo),167,Promo,Holofoil,Ungraded,Near Mint,0.0000,2,0.95,0,false,2026-01-05,; 
Main,Pokemon,Scarlet & Violet Promo,Jolteon - 169 (Cosmos Holo),169,Rare,Holofoil,Ungraded,Near Mint,0.0000,2,1.08,0,false,2026-01-05,; 
Main,Pokemon,Scarlet & Violet Promo,Magneton,159,Promo,Holofoil,Ungraded,Near Mint,0,1,7.82,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Quagsire,156,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,1.75,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Roaring Moon ex,067,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,0.88,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Scraggy,186,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,0.4,0,false,2026-01-05,
Main,Pokemon,Scarlet & Violet Promo,Teal Mask Ogerpon,123,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,1.65,0,false,2026-01-04,
Main,Pokemon,Scarlet & Violet Promo,Vaporeon (Cosmos Holo),168,Promo,Holofoil,Ungraded,Near Mint,0.0000,2,1.01,0,false,2026-01-05,; 
Main,Pokemon,Scarlet & Violet Promo,Zarude - 199 (Cosmos Holo),199,Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.32,0,false,2026-01-05,
Main,Pokemon,Shining Fates: Shiny Vault,Rillaboom V,SV105/SV122,Shiny Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.26,0,false,2026-01-04,
Main,Pokemon,Shiny Treasure ex,Charizard ex (JP),115/190,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.92,0,false,2026-01-04,
Main,Pokemon,Shrouded Fable,Bloodmoon Ursaluna,025/064,Rare,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,0.18,0,false,2026-01-04,
Main,Pokemon,Shrouded Fable,Kingdra ex,012/064,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.87,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Deluxe Bomb,134/142,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.36,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Galvantula ex,051/142,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.96,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Galvantula ex,168/142,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,18.1,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Greninja ex,041/142,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.21,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Meditite,153/142,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,7.98,0,false,2026-01-04,
Main,Pokemon,Stellar Crown,Melmetal ex,105/142,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.74,0,false,2026-01-04,
Main,Pokemon,Stellar Miracle,Lapras ex (JP),117/102,Super Rare,Holofoil,Ungraded,Near Mint,0.0000,1,6.66,0,false,2026-01-04,
Main,Pokemon,Sun & Moon Base Set,Hypno,60,Uncommon,Normal,CGC 9.5 Mint+,Near Mint,0,1,0,0,false,2026-01-04,
Main,Pokemon,Sun & Moon Base Set,Umbreon GX,80,Ultra Rare,Holofoil,CGC 7.0 NM,Near Mint,0.0000,1,15.5,0,false,2026-01-04,
Main,Pokemon,Supreme Victors,Parasect,38,Rare,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,2.24,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Alolan Dugtrio,208/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,8.77,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Black Kyurem ex,048/191,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.66,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Ceruledge ex,036/191,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.16,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Cetitan,201/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.88,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Energy Search Pro,176/191,ACE SPEC Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.68,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Flapple,210/191,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,4.68,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Latias ex,076/191,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,5.58,0,false,2026-01-04,
Main,Pokemon,Surging Sparks,Sylveon ex,086/191,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,2.31,0,false,2026-01-04,
Main,Pokemon,SV: 151,Alakazam ex,188/165,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,12.54,0,false,2026-01-04,
Main,Pokemon,SV: 151,Kangaskhan ex,115/165,Double Rare,Holofoil,CGC 10.0 Pristine,Near Mint,0.0000,1,15,0,false,2026-01-04,
Main,Pokemon,SV: 151,Squirtle,170/165,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,96.17,0,false,2026-01-21,
Main,Pokemon,SV: 151,Venusaur ex,003/165,Double Rare,Holofoil,CGC 9.0 Mint,Near Mint,0.0000,1,6.5,0,false,2026-01-04,
Main,Pokemon,SV: 151,Venusaur ex,182/165,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,14.23,0,false,2026-01-04,
Main,Pokemon,SV: 151,Venusaur ex,198/165,Special Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,121.63,0,false,2026-01-04,
Main,Pokemon,SV: 151,Venusaur ex,198/165,Special Illustration Rare,Holofoil,BGS 9.0 Mint,Near Mint,0.0000,1,123.24,0,false,2026-03-13,
Main,Pokemon,SV: 151,Wartortle,171/165,Illustration Rare,Holofoil,Ungraded,Near Mint,0,1,63.1,0,false,2026-01-21,
Main,Pokemon,SV: 151,Zapdos ex,192/165,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,10.5,0,false,2026-01-04,
Main,Pokemon,Sword & Shield Base Set,Ordinary Rod,171/202,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,0.31,0,false,2026-01-13,
Main,Pokemon,Sword & Shield Promo,Cramorant V,SWSH086,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,1.1,0,false,2026-01-04,
Main,Pokemon,Sword & Shield Promo,Galarian Articuno,SWSH282,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,5.17,0,false,2026-01-05,
Main,Pokemon,Sword & Shield Promo,Galarian Zapdos,SWSH283,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,3.87,0,false,2026-01-04,
Main,Pokemon,Sword & Shield Promo,Lucario,SWSH186,Promo,Holofoil,Ungraded,Near Mint,0.0000,1,5.88,0,false,2026-01-04,
Main,Pokemon,Sword & Shield Promo,Lucario V,SWSH213,Promo,Holofoil,CGC 8.0 NM/Mint,Near Mint,0.0000,1,6.5,0,false,2026-01-04,
Main,Pokemon,Team Rocket,Dark Machoke,40,Uncommon,1st Edition,Ungraded,Near Mint,0.0000,1,6.7,0,false,2026-01-04,
Main,Pokemon,Team Rocket,Nightly Garbage Run,77,Uncommon,1st Edition,Ungraded,Near Mint,0,1,2.71,0,false,2026-01-04,
Main,Pokemon,Team Rocket,Nightly Garbage Run,77,Uncommon,1st Edition,BGS 8.0 NM-MT,Near Mint,0.0000,1,20,0,false,2026-03-13,
Main,Pokemon,Temporal Forces,Ancient Booster Energy Capsule,140/162,Uncommon,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,0.24,0,false,2026-01-05,
Main,Pokemon,Temporal Forces,Iron Leaves ex,213/162,Hyper Rare,Holofoil,BGS 9.0 Mint,Near Mint,0.0000,1,5.24,0,false,2026-03-13,
Main,Pokemon,Trading Card Game Classic,Charizard,003/034,Classic Collection,Holofoil,Ungraded,Near Mint,0,1,200.53,0,false,2026-01-09,
Main,Pokemon,Trading Card Game Classic,Charizard,003/034,Classic Collection,Holofoil,CGC 10.0 Gem Mint,Near Mint,0,1,282.52,0,false,2026-01-04,
Main,Pokemon,Trading Card Game Classic,Charmeleon,002/034,Classic Collection,Holofoil,CGC 9.5 Mint+,Near Mint,0.0000,1,14.44,0,false,2026-01-12,
Main,Pokemon,Trading Card Game Classic,Drops in the Ocean,021/034,Classic Collection,Holofoil,Ungraded,Near Mint,0.0000,1,0.29,0,false,2026-01-05,
Main,Pokemon,Trading Card Game Classic,Lt. Surge's Raticate,016/034,Classic Collection,Holofoil,Ungraded,Near Mint,0.0000,1,1.53,0,false,2026-01-04,
Main,Pokemon,Trading Card Game Classic,Paras,004/034,Classic Collection,Holofoil,Ungraded,Near Mint,0.0000,1,3.61,0,false,2026-01-04,
Main,Pokemon,Trading Card Game Classic,Rocket's Admin. (CLB),027/034,Classic Collection,Holofoil,Ungraded,Near Mint,0.0000,1,0.36,0,false,2026-01-04,
Main,Pokemon,Trading Card Game Classic,Scorching Charcoal,026/034,Classic Collection,Holofoil,Ungraded,Near Mint,0.0000,1,0.19,0,false,2026-01-05,
Main,Pokemon,Trading Card Game Classic,Staryu,004/034,Classic Collection,Holofoil,CGC 10.0 Pristine,Near Mint,0.0000,1,23.5,0,false,2026-01-12,
Main,Pokemon,Trading Card Game Classic (Japanese),Wartortle (JP),002/032,Common,Holofoil,TAG 10.0 GEM MINT,Near Mint,0,1,49.47,0,false,2026-01-04,
Main,Pokemon,Trick or Trade BOOster Bundle 2023,Gengar,066/196,Holo Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.49,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Blissey ex,134/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.75,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Bloodmoon Ursaluna ex,141/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,2,0.86,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Chansey,187/167,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,56.73,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Eevee,188/167,Illustration Rare,Holofoil,Ungraded,Near Mint,0.0000,1,94.38,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Greninja ex,106/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,2,2.42,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Hearthflame Mask Ogerpon ex,040/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.65,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Iron Thorns ex,077/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,2,0.67,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Magcargo ex,029/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.55,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Scream Tail ex,094/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.71,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Sinistcha ex,023/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.77,0,false,2026-01-04,
Main,Pokemon,Twilight Masquerade,Wellspring Mask Ogerpon ex,064/167,Double Rare,Holofoil,Ungraded,Near Mint,0.0000,3,0.85,0,false,2026-01-04,
Main,Pokemon,Unbroken Bonds,Mewtwo,75,Rare,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,8.16,0,false,2026-01-04,
Main,Pokemon,Unbroken Bonds,Sandshrew,83,Common,Reverse Holofoil,Ungraded,Near Mint,0.0000,1,0.43,0,false,2026-01-04,
Main,Pokemon,Unbroken Bonds,Sandslash,84,Rare,Normal,Ungraded,Near Mint,0.0000,1,0.36,0,false,2026-01-04,
Main,Pokemon,Vivid Voltage,Drapion V (Full Art),175/185,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.49,0,false,2026-01-04,
Main,Pokemon,VMAX Rising,Rillaboom VMAX (JP),009/070,Ultra Rare,Holofoil,Ungraded,Near Mint,0.0000,1,1.96,0,false,2026-01-04,
Main,Pokemon,White Flare,Ducklett (Master Ball Pattern),022/086,Common,Holofoil,Ungraded,Near Mint,0.0000,1,2.33,0,false,2026-01-05,
Main,Pokemon,White Flare,Terrakion (Poke Ball Pattern),054/086,Rare,Holofoil,Ungraded,Near Mint,0.0000,1,0.56,0,false,2026-01-05,
Main,Pokemon,WoTC Promo,Mewtwo (Movie Promo),03/53,Promo,Normal,CGC 9.0 Mint,Near Mint,0,1,106.43,0,false,2026-01-12,
